"symbol","pump24h","pumpDate","ageDays","compress","volRatio","pos","r14d","dd","oi","fund","compressLag","volRatioLag","posLag","r14dLag","ddLag","oiLag","fundLag"
"MAGMAUSDT","78.1","04-09 00:00","206","2.03","3.03","75","3.6","-11.3",,"0.0092","0.98","0.21","53","-25","-32.8",,"0.0057"
"ZAMAUSDT","46.1","04-13 11:00","198","1.04","0.93","77","13","-10",,"-0.0018","2.04","3.64","22","8.3","-14.9",,"0.0018"
"FOGOUSDT","18.5","04-05 05:00","196","0.52","1.25","80","-1.1","-12.7",,"0.0045","0.65","0.93","66","-4.1","-15.2",,"0.005"
"FRAXUSDT","14.8","04-07 17:00","192","0.51","1.2","9","-14.3","-19.2",,"0.0046","1.09","1.18","23","-12","-18.2",,"0.0028"
"SPORTFUNUSDT","30.8","04-23 11:00","190","1.22","0.7","76","5.7","-17.8",,"0.0365","0.73","0.46","27","7.7","-23",,"0.0252"
"AIAUSDT","28.3","04-03 22:00","187","0.66","0.14","5","79.4","-39.1",,"0.005","0.81","0.22","29","91.4","-35.9",,"0.005"
"ACUUSDT","25.7","04-21 02:00","186","0.33","0.22","69","14.7","-11.1",,"0.005","0.84","0.41","40","17.7","-9.9",,"0.0078"
"ELSAUSDT","12.4","04-25 07:00","185","1.35","1.22","71","9.8","-5.2",,"0.005","1.32","0.62","90","0.5","-9.1",,"0.005"
"SKRUSDT","43.6","04-23 10:00","185","1.35","0.97","7","-14.8","-32.1",,"0.0046","0.73","1.09","78","-13.9","-28.1",,"0.0046"
"SPACEUSDT","63","04-15 23:00","184","0.62","0.74","57","-10.6","-25.9",,"0.0052","1.03","1.01","64","-9.2","-26",,"0.005"
"FIGHTUSDT","62.3","04-12 07:00","184","1.07","0.9","54","17.1","-15.4",,"0.005","0.96","0.74","17","0.6","-24",,"0.005"
"BIRBUSDT","13.5","04-15 15:00","178","0.45","0.93","55","-1.8","-15.3",,"0.005","0.72","0.77","75","-2.3","-15",,"0.005"
"GWEIUSDT","54","04-18 08:00","178","2","1.1","56","55.8","-12.6",,"0.006","1.17","0.47","75","33","-3.1",,"0.005"
"MEGAUSDT","49.4","04-17 02:00","177","1.16","0.93","81","8.7","-2.4",,"0.005","0.64","0.73","64","6.2","-4.8",,"0.005"
"INXUSDT","123.7","04-12 07:00","176","1.63","0.98","77","10","-6.7",,"-0.0051","1.93","1.77","31","5.5","-8",,"0.0024"
"TRIAUSDT","28.8","04-14 10:00","170","0.69","1.15","23","-18.8","-52.6",,"0.037","1.93","1.18","69","-16.3","-47.6",,"0.0485"
"ESPUSDT","26.3","04-06 06:00","166","0.91","0.82","66","-19.3","-25",,"-0.0102","0.7","0.77","45","11.2","-25.6",,"-0.0106"
"AZTECUSDT","10.9","04-07 04:00","165","1.37","2.11","46","-9.5","-15.1",,"0.0026","1.23","0.68","88","-11.6","-13.8",,"0.0017"
"OPNUSDT","30.5","04-15 20:00","154","0.89","0.76","73","-5.1","-39.3",,"0.005","1.2","1.05","44","-8.8","-41.6",,"0.005"
"ROBOUSDT","21.9","04-23 19:00","149","1.14","0.92","33","18.6","-24.6",,"0.005","0.55","0.49","96","22.8","-22",,"0.0048"
"KATUSDT","96.3","04-23 21:00","146","4.17","9.02","81","55","-27.3",,"-0.2412","1.38","0.64","41","6.3","-48.5",,"-0.0021"
"MANTRAUSDT","15.6","05-01 09:00","144","2.37","1.26","13","-12.8","-29.2",,"-0.0005","1.81","1.75","12","-6.9","-25.7",,"0.003"
"CFGUSDT","32.3","04-09 05:00","131","0.81","0.93","69","34.6","-3.9",,"-0.0067","1.06","1.14","52","27.6","-6.5",,"-0.0289"
"EDGEUSDT","60.5","04-02 17:00","128","2.6","7.71","74","-40.9","-15",,"-0.0093","5.51","12.15","68","-49.1","-21.4",,"-0.019"
"BSBUSDT","93.7","04-29 16:00","123","1.3","0.84","0","82","-54.4",,"0.0285","0.71","1.88","42","221.8","-19.3",,"0.0451"
"XAUTUSDT","3.7","04-07 05:00","121","0.5","6.83","56","0.7","-2.8",,"0.0011","0.72","7.46","76","1.8","-2.8",,"-0.0007"
"BASEDUSDT","204.9","04-15 15:00","118","1.33","1.57","84","-10.1","-49.2",,"-0.0001","0.83","1.47","58","-35.9","-56.5",,"0.0018"
"PRLUSDT","133.2","04-15 20:00","116","0.44","0.67","66","20.2","-12.4",,"0.0032","0.65","0.53","40","-32.1","-13.4",,"-0.0077"
"GENIUSUSDT","25.9","04-30 08:00","101","0.9","0.64","3","-28","-56",,"0.0065","0.74","0.42","26","6.8","-44.7",,"0.0101"
"CHIPUSDT","10.4","04-26 08:00","101","2.05","0.52","7","1.2","-51.5",,"-0.037","3.03","1.16","9","4.3","-43",,"-0.176"
