"symbol","pump24h","pumpDate","ageDays","compress","volRatio","pos","r14d","dd","oi","fund","compressLag","volRatioLag","posLag","r14dLag","ddLag","oiLag","fundLag"
"AWEUSDT","17.8","06-25 02:00","431","1.24","3.31","45","2.7","-5.6",,"0.0028","1.59","3.48","65","5.3","-4.4",,"0.002"
"BUSDT","64.9","07-18 08:00","429","0.11","0.04","54","-47.4","-59.4","-2.4","0.005","0.83","0.05","53","-54.7","-59.6","-3.9","0.005"
"SOONUSDT","8.2","07-13 03:00","429","1","0.69","15","-6.8","-11.4","-1.5","0.0059","1.02","0.84","13","-3.4","-9.9","2.4","0.0104"
"HUMAUSDT","20.7","06-25 04:00","425","1.63","1.01","46","0.5","-15.1",,"0.005","1.79","0.61","22","0.9","-13.3",,"0.005"
"AUSDT","12.1","07-04 07:00","424","0.85","0.85","63","1","-12.9",,"0.0046","0.62","0.89","72","-1.1","-14.5",,"0.005"
"SOPHUSDT","7.3","07-20 06:00","423","0.43","0.84","6","-11.8","-23.2","0.1","-0.0041","0.29","0.67","54","-10.3","-20.6","1.5","0.0003"
"MERLUSDT","17.5","06-25 20:00","423","2.55","2.04","11","-10","-34",,"0.0049","3.82","1.56","9","-0.6","-30.4",,"0.005"
"HYPEUSDT","11.1","06-28 21:00","422","0.88","0.5","14","-1.7","-19.6",,"-0.0008","0.83","0.89","32","8.9","-18.9",,"-0.0029"
"1000000BOBUSDT","16.2","07-03 17:00","416","0.54","1.02","84","49.5","-4.1",,"0.035","1.24","0.86","63","39.6","-9.8",,"0.0259"
"LAUSDT","33.8","07-20 05:00","416","0.41","0.67","4","-18.1","-38.1","-1","0.0006","1.23","1.05","9","-18.6","-36.5","4","-0.0009"
"HOMEUSDT","31.2","07-14 23:00","411","0.89","1.11","65","-22.1","-63.5","7.6","-0.005","1.32","0.73","8","-27.4","-64.8","-7.9","-0.0012"
"RESOLVUSDT","27.1","06-24 17:00","410","7.17","1.61","2","-3.8","-36.2",,"-0.0208","5.08","5.35","51","17.8","-18.1",,"-0.0362"
"TAIKOUSDT","495.7","06-30 23:00","410","1.06","8.03","50","-10","-19.8",,"-0.225","0.25","0.25","64","-24","-31.9",,"-0.1168"
"SQDUSDT","9.5","07-01 10:00","409","0.49","0.54","28","-38.8","-42.5",,"0.005","0.67","0.93","50","-16.6","-42",,"0.005"
"PUMPBTCUSDT","20.9","07-01 09:00","408","0.77","0.71","37","-20.3","-24.4",,"0.0096","0.53","0.89","56","-17.9","-21.4",,"0.0091"
"SPKUSDT","17.4","06-24 17:00","404","1.19","0.59","9","-6.5","-24.7",,"0.0043","1.29","1.19","37","-1.5","-19.7",,"-0.0007"
"MYXUSDT","49.4","06-26 10:00","403","1.49","1.09","17","-0.7","-58.2",,"0.0055","1.48","0.86","26","10.9","-50.1",,"0.0056"
"FUSDT","10.7","07-09 16:00","402","0.68","0.72","37","0","-21.6","1.4","0.005","1.57","0.67","8","-2.7","-23","2.3","0.005"
"NEWTUSDT","7.4","07-01 10:00","401","0.89","0.93","21","-12.8","-17.1",,"-0.0435","0.79","0.84","22","-12.7","-16.2",,"-0.0361"
"HUSDT","39.1","06-29 16:00","396","0.29","0.22","86","-78.2","-89.2",,"0.0122","0.39","0.2","29","-84.1","-90.3",,"0.0123"
"SAHARAUSDT","9.8","07-08 09:00","395","0.96","1.04","6","-30.7","-38.3","-8.4","-0.0093","0.63","0.6","35","-9.3","-33.9","-0.5","-0.0061"
"ICNTUSDT","47.8","06-25 13:00","387","1.54","1.27","37","0.8","-22.8",,"0.0043","0.83","1.48","49","3.6","-18.2",,"0.0046"
"BULLAUSDT","37.2","07-18 03:00","387","4.23","5.23","65","19.9","-8.6","6.3","0.0449","1.91","3.45","99","31.2","-0.7","1","0.0381"
"IDOLUSDT","86.9","06-24 18:00","387","4.62","1.11","9","2.2","-51.9",,"0.005","2.5","3.71","42","22.7","-42.3",,"0.005"
"MUSDT","88.7","06-25 00:00","384","0.9","0.9","6","133","-18.4",,"0.0118","0.56","0.71","17","137.8","-13.2",,"0.0225"
"PUMPUSDT","23.6","07-19 02:00","381","0.62","0.54","42","8.1","-7.5","2","0.0042","1.44","1.23","28","2.4","-7.7","1.5","0.005"
"CROSSUSDT","11.4","07-04 09:00","381","0.99","0.99","8","-12.1","-24.3",,"0.005","0.51","0.66","66","-10.6","-20.5",,"0.005"
"AINUSDT","62.9","06-25 04:00","381","0.35","0.61","24","-19.1","-38",,"0.005","0.64","0.5","16","-15.6","-37.1",,"0.0091"
"CUSDT","12.9","07-14 03:00","376","0.9","0.53","9","-17.5","-39.9","0.4","0.005","1.88","0.54","13","-16.1","-37.1","-3.7","0.005"
"VELVETUSDT","163.6","06-26 11:00","376","0.41","0.22","87","29.1","-16.7",,"0.0128","0.59","0.16","93","-5.2","-20.1",,"0.0135"
"TACUSDT","174.5","06-28 18:00","376","1.83","0.85","34","29.5","-17.2",,"0.0147","1.34","2.07","8","521.1","-21.3",,"0.0206"
"ERAUSDT","68.7","07-20 05:00","373","0.61","1.36","4","-27.1","-42.5","17.4","-0.0331","0.79","1.32","14","-23","-37.7","13.3","-0.0379"
"TAUSDT","22.1","07-02 18:00","370","0.9","2.04","23","7.2","-14.1",,"0.0117","1.87","1.3","71","15.7","-5.3",,"0.0204"
"CVXUSDT","13.7","07-13 12:00","368","1.33","0.79","22","12.5","-14.3","-1.9","0.004","1.23","0.93","40","13.5","-12.8","-3.8","0.0042"
"SLPUSDT","24.5","07-02 21:00","368","4.32","11.4","16","-2.8","-29",,"-0.0013","4.28","6.33","48","8.5","-17.8",,"0.005"
"ZORAUSDT","9.4","07-01 08:00","366","0.95","0.68","18","-20.4","-24.4",,"-0.0004","0.94","1.01","4","-18.5","-20.8",,"-0.0077"
"TAGUSDT","98.6","07-08 15:00","366","9.09","4.72","14","-45.7","-62.8","6.9","0.005","0.3","0.6","63","-4.4","-31.1","-0.3","0.005"
"ESPORTSUSDT","97.2","07-15 17:00","362","0.29","0.3","48","-47.9","-94.4","-1.6","0.0536","0.56","0.32","47","-48.9","-94.4","-2","0.0271"
"TREEUSDT","34.2","07-20 06:00","361","1.08","0.95","8","-18.8","-29.6","2.9","-0.0245","3.22","3.06","15","-13.5","-24","26.8","-0.0592"
"PLAYUSDT","21.6","07-04 03:00","360","0.31","0.6","29","-17.5","-27",,"0.0242","0.34","0.62","59","-20.6","-26.3",,"0.0182"
"NAORISUSDT","27.9","07-03 11:00","360","0.43","0.57","46","20.2","-13.9",,"0.007","0.77","0.6","15","17.4","-15",,"0.0101"
"TOWNSUSDT","18.9","06-29 21:00","354","0.62","0.52","65","-18.7","-22.1",,"0.005","0.58","0.42","17","-21.1","-24.3",,"0.005"
"PROVEUSDT","9.6","07-20 06:00","354","0.99","0.66","11","-3.7","-14.7","2.1","0.0026","1.22","0.7","29","-1.6","-11.8","2.7","0.0018"
"ALLUSDT","6","06-25 13:00","354","1.75","1.05","58","-1.9","-9.3",,"0.0047","1.79","1","24","1","-7.3",,"0.0047"
"INUSDT","96.9","06-29 15:00","353","1.26","1.75","91","66.3","-2",,"0.0277","1.71","1.8","81","43.4","-2.9",,"0.033"
"CARVUSDT","28.7","06-25 20:00","352","2.86","9.68","28","10.8","-27.2",,"0.005","0.96","1.89","22","4.1","-31.3",,"0.005"
"AIOUSDT","23.7","07-10 05:00","347","0.78","0.61","90","-18.7","-32.2","0.4","0.005","3.55","0.97","24","-22.3","-35.6","-0.5","0.005"
"XNYUSDT","34.5","06-29 23:00","347","0.71","0.84","16","-13.5","-18.4",,"0.0164","0.91","1.1","36","-15","-17.9",,"0.0063"
"USELESSUSDT","20.1","06-25 13:00","345","0.91","0.62","69","18.2","-14.2",,"0.005","1.2","0.44","44","8.6","-16.6",,"0.0051"
"SAPIENUSDT","10.6","07-21 21:00","339","1.86","2.31","43","5","-14.6","11.3","0.005","1.77","1.39","51","1.7","-13.6","7.3","0.005"
"XPLUSDT","22.5","07-02 14:00","338","0.64","0.57","77","-8.5","-24.2",,"0.0032","2.14","0.82","24","-20.5","-26.7",,"0.0048"
"WLFIUSDT","14.1","07-22 11:00","337","0.7","1.08","36","-2.1","-11.3","2.2","0.005","0.94","0.88","15","-7","-11","1.7","0.005"
"SOMIUSDT","18.5","07-06 05:00","335","0.52","0.55","6","-4.9","-12.6","2.4","0.005","0.55","0.78","9","-5.6","-12.2",,"0.005"
"BASUSDT","50.1","07-03 16:00","333","2.04","0.83","22","-6","-54.5",,"-0.023","1.16","0.81","10","15.3","-44.7",,"-0.0062"
"BTRUSDT","10.9","07-18 12:00","333","2.58","1.06","2","-21.1","-43.4","4","0.0223","1.39","1.09","16","-16.8","-41.4","-2.3","0.0078"
"MITOUSDT","24","07-08 15:00","331","1.05","0.93","11","-25.7","-34.4","-5.3","0.005","0.57","0.63","15","-11.1","-28.4","-0.1","0.005"
"HEMIUSDT","73.6","07-19 20:00","331","1.52","1.34","47","-2.4","-29.6","3.2","0.005","0.8","1.06","57","-7.2","-30.3","8.3","0.005"
"LINEAUSDT","7.9","07-13 01:00","328","0.89","0.65","16","3.9","-12.4","-3.8","0.0025","1.73","1.32","7","3.5","-12.4","6.2","0.0044"
"QUSDT","27.7","07-25 00:00","327","0.72","0.66","44","-2.4","-15.8","0.4","0.005","0.66","0.48","30","0.6","-15.8","0.9","0.005"
"ARIAUSDT","42","07-18 13:00","326","1.34","0.87","26","-19","-31.8","0.7","0.005","0.53","0.87","3","-20.9","-31.2","0.3","0.005"
"TAKEUSDT","20.9","07-03 13:00","326","0.95","1.93","64","-1.6","-13.5",,"0.005","1.58","1.77","77","-3","-13.5",,"0.005"
"PTBUSDT","37.3","07-01 03:00","326","0.67","1.01","46","-10","-23.5",,"0.0188","0.72","0.95","42","-11.4","-23.5",,"0.0161"
"OPENUSDT","7.3","07-03 23:00","320","0.42","0.72","75","-28.9","-39.9",,"0.005","0.52","0.82","40","-29.1","-41.5",,"0.005"
"FLOCKUSDT","30.9","07-15 08:00","320","0.62","1.05","69","-0.5","-25.1","2.2","0.005","1.28","0.94","33","-4.4","-26.1","6.3","-0.0031"
"SKYUSDT","15","07-02 02:00","320","0.45","1.17","29","-8.3","-12.5",,"0.005","1.14","1.45","56","-8.9","-12.7",,"0.005"
"AVNTUSDT","12.9","07-02 02:00","319","0.33","0.48","75","-20.9","-23.7",,"-0.0031","0.76","0.42","29","-22.6","-25",,"-0.0053"
"HOLOUSDT","10.7","07-02 07:00","318","1.06","0.59","57","-7.3","-10.4",,"0.005","1.75","1.12","7","-6.8","-13.3",,"0.0043"
"XPINUSDT","45","07-10 08:00","317","1.01","0.83","84","10.6","-2.7","2.3","0.0087","0.62","1.51","52","4.2","-5","4.2","0.0121"
"UBUSDT","47.2","06-29 00:00","317","0.4","0.24","92","-31.3","-42.4",,"0.0066","0.46","0.52","36","-38","-49.1",,"0.0081"
"ZKCUSDT","13.8","07-22 07:00","313","1.17","1.66","37","-3.1","-36.4","-7.8","0.0024","0.83","0.93","96","-3.2","-34.3","4.1","0.0045"
"TOSHIUSDT","23.1","07-17 03:00","312","1.15","1.42","10","-7.5","-23","12.3","0.004","0.68","1.13","94","1.1","-18.4","0.8","0.005"
"STBLUSDT","13.6","07-21 22:00","312","1.07","0.81","75","-5.4","-22.5","4.1","0.005","0.61","0.89","60","-12.8","-25.2","0.8","0.005"
"0GUSDT","19.8","07-14 12:00","311","2.04","1.16","13","-14.7","-47.2","3.9","-0.0064","2.04","1.02","21","-18.8","-45.6","4.7","-0.0041"
"BARDUSDT","13.1","07-22 09:00","311","1.44","0.49","37","-1.2","-29","-3.8","-0.0153","0.89","1.51","61","-3.3","-27.2","0.2","-0.0241"
"ASTERUSDT","6.1","06-25 13:00","310","0.37","0.34","59","-0.7","-23",,"0.0028","0.35","0.28","52","0.7","-21.9",,"0.0035"
"TRADOORUSDT","33.3","07-17 21:00","310","1.89","0.74","15","0.4","-40.2","-2","0.0067","0.86","0.83","30","4.3","-38.6","0.7","0.0062"
"BLESSUSDT","26.9","07-02 14:00","306","0.33","0.39","67","10.5","-41.8",,"0.0061","0.51","0.23","28","-10.7","-44.1",,"0.0092"
"FLUIDUSDT","28.2","06-30 22:00","305","1.57","2.67","16","-27.8","-30.1",,"0.0045","1.19","0.92","45","-20.1","-25.7",,"0.005"
"COAIUSDT","16.4","06-28 21:00","304","1.13","0.61","5","-26.5","-41.5",,"0.005","1.09","0.62","60","-11.2","-39.8",,"0.005"
"HANAUSDT","32.8","07-19 11:00","303","1.73","0.47","85","-6.3","-17.7","0.8","0.0174","3.26","0.58","55","-10.6","-20.6","-0.8","0.0201"
"MIRAUSDT","25.6","07-03 12:00","303","2.43","9.02","50","-3.3","-24",,"-0.2058","1.74","2.25","38","-19.7","-30.4",,"-0.0529"
"AKEUSDT","342.8","07-14 14:00","303","0.14","0.43","48","-50.4","-63.3","-14.3","0.0193","1.1","0.3","21","-49.6","-63.5","-4.5","0.0108"
"ORDERUSDT","12.8","07-23 19:00","302","1.11","3.16","54","-0.7","-20.2","-6.8","0.002","1.04","4.03","16","-2.9","-24","8.4","0.002"
"LIGHTUSDT","16.3","07-24 23:00","302","1.24","1.84","35","19.5","-12.7","-0.5","0.0087","1.8","2","14","16.5","-14.7","2.2","0.0088"
"XANUSDT","23.8","06-30 12:00","300","0.44","0.35","8","-2.2","-20.7",,"0.005","1.4","0.47","9","-2.4","-19",,"0.005"
"FFUSDT","18","07-14 14:00","299","1.72","2.09","43","-9","-19.8","0.6","0.005","0.92","1.1","44","-9.8","-23.7","1.7","0.005"
"EDENUSDT","19.3","06-24 17:00","299","1.77","0.49","13","-4","-30.3",,"0.0039","0.81","0.43","68","9.9","-19.8",,"0.0035"
"NOMUSDT","56.4","06-30 18:00","298","0.4","0.6","36","-20.1","-26.9",,"0.0012","0.3","0.5","72","-18.8","-24",,"0.0015"
"TRUTHUSDT","13.4","07-17 23:00","298","1.63","0.97","36","-11.8","-36.9","-1.5","0.005","0.86","0.95","78","-10.7","-34.1","-1.5","0.005"
"2ZUSDT","10.2","06-30 12:00","297","0.23","0.24","3","-15.7","-34",,"0.0049","0.18","0.18","40","-13.9","-30.7",,"0.0047"
"EVAAUSDT","200.9","07-12 00:00","296","3.79","1.23","23","134","-51.2","3","0.0131","3.4","1.9","62","171.4","-36.3","-9.8","0.0238"
"LYNUSDT","20","07-17 18:00","293","1.55","2.67","75","1.9","-16","3.9","0.0177","0.44","1.07","71","3.2","-16","10.2","0.0142"
"KGENUSDT","26.1","06-26 22:00","291","0.82","1.34","66","7.4","-7.8",,"0.005","0.81","0.76","64","3.8","-12.3",,"0.005"
"4USDT","27.8","07-04 23:00","291","1.01","1.08","67","17.5","-3.8",,"0.0127","0.91","1.11","63","15","-4.2",,"0.0194"
"GIGGLEUSDT","17.6","07-05 00:00","290","1.14","1.51","84","1.5","-8.7",,"0.005","0.46","0.95","89","-3.9","-13.6",,"0.005"
"MONUSDT","19.1","07-05 15:00","289","0.95","0.73","40","-2.4","-13.8","0.3","-0.0062","0.8","1.13","60","0","-13.6",,"-0.0065"
"YBUSDT","27.3","07-18 15:00","288","0.49","1.48","23","-3.4","-24.6","-4.7","0.005","0.78","1.43","88","3.8","-20.8","1.9","0.005"
"METUSDT","22.9","07-19 22:00","288","1.55","0.88","78","-19.7","-31.1","-4.4","0.0041","3.17","1.4","43","-22","-31.9","4.1","0.0036"
"EULUSDT","83.8","07-25 00:00","285","1.3","1.98","92","7.5","-5.9","4.8","0.005","0.76","1.19","19","-2.9","-14.3","-0.4","0.005"
"ENSOUSDT","10.3","06-28 18:00","285","0.4","0.29","59","-2.9","-15.1",,"0.005","0.63","0.45","31","-26.4","-15.9",,"0.0049"
"CLOUSDT","49.8","07-07 04:00","285","0.44","0.32","30","-52.7","-53.3","-8","0.0209","0.19","0.33","28","-39.3","-53.5","-4.6","0.0171"
"RECALLUSDT","10.3","07-15 09:00","284","0.9","0.9","54","10","-16.1","-3.9","0.005","1.86","1.12","26","5","-17.8","-1.6","0.005"
"ZBTUSDT","42.3","06-30 11:00","282","0.51","0.64","6","-14.5","-26.6",,"0.005","0.59","0.5","81","-7.3","-24.2",,"0.005"
"LABUSDT","174.5","07-04 01:00","281","3.77","1.12","8","-50.2","-70.4",,"-0.2781","1.29","0.85","36","-44","-50.6",,"-0.243"
"RIVERUSDT","12.2","07-02 20:00","281","0.3","0.83","54","-18.4","-27.2",,"0.0129","0.27","0.83","7","-26.4","-29.4",,"0.0138"
"BLUAIUSDT","35.3","07-08 01:00","278","1.4","1.74","48","1.5","-13.7","3","0.0174","1.23","0.86","65","7.1","-13.1","1.7","0.0193"
"TURTLEUSDT","14.6","07-19 15:00","276","0.51","0.74","84","-7","-12.9","4.9","0.0041","0.57","0.69","22","-10.9","-14.2","-6.8","0.0041"
"APRUSDT","43.7","07-23 17:00","276","4.53","1.88","3","-24.1","-36.4","0.4","0.0084","0.39","0.53","18","6.3","-12.8","-1.7","0.0115"
"ONUSDT","56.3","07-22 07:00","275","2.05","9.19","4","41.5","-38","8.9","0.0119","2.67","9.39","74","74.9","-9.6","28","0.0156"
"KITEUSDT","24.5","07-12 08:00","270","0.77","0.53","2","-14.7","-43.9","0.6","0.0126","0.67","0.59","70","-14.6","-40","0","0.0162"
"ATUSDT","12.9","06-25 11:00","270","0.46","0.58","20","-1.2","-16.3",,"0.005","0.93","0.41","51","2.6","-13.7",,"0.005"
"CCUSDT","10","06-30 11:00","268","1.74","0.91","18","-16.2","-19.1",,"0.0015","1.53","0.59","7","-12","-14.5",,"0.0004"
"MMTUSDT","32.9","07-09 23:00","264","1.14","3.28","50","-13.2","-26.4","0.3","0.0039","1.21","2.36","67","-13.7","-27.2","8","0.005"
"TRUSTUSDT","9.1","07-20 06:00","263","0.47","0.45","11","-10","-23.7","1.1","0.0068","0.33","0.29","34","-12","-22.2","1.9","0.0085"
"UAIUSDT","33.5","07-08 03:00","262","1.83","2.16","36","3.8","-18.9","8.3","0.005","0.63","0.54","63","-8.7","-23.6","0.4","0.005"
"FOLKSUSDT","22.5","06-24 19:00","262","1.36","3.66","5","-2.2","-35.5",,"0.0265","1.97","3.29","52","20.3","-18",,"0.027"
"STABLEUSDT","15.5","07-22 10:00","262","2.19","0.88","23","1.8","-9.4","-0.5","0.0043","1.6","0.35","98","9.9","-5.6","-0.8","0.0048"
"JCTUSDT","32.8","07-12 12:00","258","0.2","0.32","33","-32.9","-55","0.3","0.0113","0.4","0.46","20","-19.5","-53.7","1.8","0.0147"
"ALLOUSDT","50.2","07-01 23:00","256","1.85","0.39","6","-37.2","-50.6",,"0.005","0.88","0.38","1","-30.4","-46.4",,"0.0046"
"CLANKERUSDT","11.7","06-24 17:00","256","1","0.38","8","13.8","-27.9",,"0.0085","0.84","0.4","39","21.3","-21.3",,"0.0065"
"BEATUSDT","41.1","06-25 04:00","256","0.49","1.35","25","-28.4","-72.5",,"0.0053","0.41","0.58","69","-15.6","-65.6",,"0.0076"
"PIEVERSEUSDT","29.8","06-26 18:00","254","0.99","1.01","82","-1.6","-14",,"0.0063","1.5","1.14","34","-5.5","-17.7",,"0.007"
"SENTUSDT","27.2","07-08 21:00","253","1.59","1.26","25","2.5","-34.5","-2.2","0.0024","1.11","1.5","10","-1.1","-33.8","-4","0.0039"
"IRYSUSDT","10.6","07-20 05:00","241","0.96","0.61","10","-16.4","-36.7","3.6","0.005","0.74","0.63","16","-16.5","-35.1","-0.8","0.005"
"POWERUSDT","56.7","07-07 19:00","232","0.73","1.19","47","-16.5","-23","-3.7","0.007","1.48","1.98","27","-18.8","-25.3","-0.8","0.0099"
"WETUSDT","14.7","06-30 15:00","228","1.58","0.97","38","-0.4","-13.6",,"0.005","1.23","0.68","59","-0.8","-11.4",,"0.005"
"NIGHTUSDT","37.5","07-21 00:00","228","12","8.83","25","-47","-48.5","59","0.0046","1.02","0.64","24","-21.1","-24.6","-1.4","0.0035"
"USUSDT","61.3","07-09 04:00","226","0.79","0.5","21","19","-28.8","-11.1","0.0072","3.3","3.01","25","19.8","-26.2","-1.7","0.0125"
"CYSUSDT","14.3","06-30 05:00","226","1.05","0.81","7","-28.5","-32.2",,"0.0055","1.52","1.36","56","-28.3","-29.4",,"0.005"
"RAVEUSDT","81.1","06-28 06:00","223","4.28","2.99","70","-7.8","-19.5",,"0.005","1.52","1.12","50","-23.8","-32",,"0.005"
"ZKPUSDT","32.3","07-02 04:00","217","0.29","0.77","84","-20.1","-28.7",,"0.005","0.6","0.78","38","-19.5","-29.7",,"0.005"
"GUAUSDT","38.7","07-02 16:00","217","3.56","2.01","1","-95.4","-95.7",,"-1.0652","0.49","0.36","2","-83.6","-87.3",,"-0.0313"
"LITUSDT","22.9","07-05 03:00","214","0.94","0.67","69","36.8","-3.9",,"-0.0018","0.66","1.27","67","42.4","-3.3",,"-0.0016"
"BREVUSDT","54.5","07-01 08:00","208","0.56","0.25","25","-16","-26.4",,"0.005","0.24","0.23","9","-15.4","-23.3",,"0.005"
"COLLECTUSDT","24.3","06-25 13:00","206","1.47","0.64","18","-20","-29.4",,"0.0054","0.68","0.45","9","-10.9","-23.5",,"0.0054"
"MAGMAUSDT","72.4","06-25 16:00","206","0.27","0.3","62","37.8","-21.9",,"0.0056","0.29","0.34","79","45.3","-20.5",,"0.005"
"ZAMAUSDT","36.1","07-22 17:00","198","1.87","3.26","49","24.1","-8.7","8.8","-0.0053","1.77","4.28","77","18.6","-3.6","10.8","-0.0014"
"FOGOUSDT","29.8","06-24 21:00","196","3.87","1.5","25","22.4","-16.7",,"0.005","1.79","1.02","19","31.1","-9.4",,"0.005"
"FRAXUSDT","10.1","07-17 03:00","192","1.8","1.13","45","4.7","-15.5","12.3","-0.0023","1.46","1.01","86","11.7","-12.6","23.2","0.0033"
"SPORTFUNUSDT","18.8","07-01 03:00","190","0.71","0.52","29","-28.9","-51.1",,"0.0094","0.94","1.05","25","-31.1","-49.8",,"0.0134"
"AIAUSDT","21.6","07-21 16:00","187","1.19","0.83","49","5.9","-8.8","0","0.0158","1.62","0.77","89","9","-6.2","1","0.0053"
"ACUUSDT","22.6","06-24 17:00","185","0.99","0.68","4","0.2","-17.5",,"0.005","1.28","0.58","1","1.4","-14",,"0.005"
"ELSAUSDT","14.2","07-10 09:00","185","0.7","1.37","72","21.7","-11.7","2.4","0.005","1.41","1.48","90","18.4","-10.3","11","0.005"
"SKRUSDT","13.4","06-25 13:00","185","2.12","1.32","52","-6.2","-30.2",,"-0.0013","1.3","0.96","37","-4.6","-30.8",,"-0.001"
"SPACEUSDT","8.3","07-24 13:00","184","1.14","1.08","53","1.6","-28.7","7","0.005","1.87","0.99","85","1.4","-26.8","2.5","0.005"
"FIGHTUSDT","15.2","07-09 06:00","184","1.84","1.1","19","-16.1","-33.9","1.5","0.0117","2.35","1.02","10","-17.1","-31.5","2.3","0.0158"
"BIRBUSDT","74.9","07-01 04:00","178","1.33","0.89","15","-26","-33.5",,"0.005","2.94","3.29","7","-22.5","-29.1",,"0.0027"
"GWEIUSDT","69.1","06-28 11:00","178","1.24","0.59","68","-18.9","-22.7",,"0.0146","0.95","0.64","78","375.1","-27.4",,"0.0124"
"MEGAUSDT","13","06-29 07:00","177","0.77","0.54","50","-27.1","-33.4",,"0.003","0.9","0.49","56","11.2","-32.1",,"0.0018"
"INXUSDT","13.4","06-28 20:00","176","1.34","0.31","4","-1.9","-20.2",,"0.0076","0.87","0.54","2","11.2","-16.6",,"0.0053"
"TRIAUSDT","38.9","07-05 21:00","170","0.93","1.05","73","2.3","-28.8","1.1","0.0098","1.54","0.95","65","-9.3","-33.8",,"0.0092"
"ESPUSDT","20.2","06-29 15:00","166","1.67","0.72","53","-11.4","-14",,"-0.0018","1.62","1.25","62","-3.1","-13.7",,"-0.0058"
"AZTECUSDT","10.9","07-20 05:00","165","1.02","1.57","32","-4.8","-26.7","10","0.005","0.78","0.29","40","-8.4","-28.4","-2","0.005"
"OPNUSDT","16.9","07-09 23:00","154","1.62","0.75","74","3","-30.1","1.1","0.0048","2.33","0.75","21","-10.2","-33.2","-1.2","0.0048"
"ROBOUSDT","14.8","07-18 20:00","149","2.19","1.38","5","-30.1","-50","2.6","0.005","1.42","1.58","25","-22.3","-44.8","0","0.005"
"KATUSDT","30.4","07-09 09:00","146","1.08","0.99","42","-7.5","-26.8","-1.1","0.004","1.52","0.88","2","-15.7","-28.5","-2.3","0.0043"
"MANTRAUSDT","27.1","07-15 14:00","144","0.83","1.53","62","-4.3","-26.1","-3.7","-0.005","0.97","1.28","64","-2.9","-25.7","-5.9","-0.0026"
"CFGUSDT","13.6","07-20 12:00","131","0.89","0.63","41","-13.5","-33.4","-3","0.0031","1.58","1.03","57","-14.4","-30.8","-3.4","0"
"EDGEUSDT","66.9","07-07 13:00","128","4.4","5.99","96","-9.8","-21.6","39","0.0043","0.78","1.07","73","-32.5","-39.8","5.1","0.0042"
"BSBUSDT","48.5","07-13 17:00","123","1.25","0.81","5","-52.6","-82.6","-2.5","0.01","0.63","0.61","25","-40.6","-79.5","-1.2","0.0145"
"XAUTUSDT","3.1","07-02 01:00","121","0.71","1.36","63","-5.9","-7.2",,"0.0026","0.94","0.99","39","-7.7","-8.5",,"0.0024"
"BASEDUSDT","35.4","06-30 06:00","118","0.89","0.9","82","0.9","-25",,"0.005","1.75","0.94","85","10.5","-25.9",,"0.005"
"PRLUSDT","14.7","06-30 12:00","116","0.92","0.97","19","-9","-26",,"0.0052","2.74","0.85","40","-19.2","-21.6",,"0.0148"
"GENIUSUSDT","13.9","07-21 00:00","101","0.66","0.62","63","-14.4","-36","0","0.005","0.4","0.53","11","-17.1","-37.4","-0.2","0.005"
"CHIPUSDT","22.6","07-06 09:00","101","0.73","0.93","19","-13.5","-30.1","1.2","-0.0034","0.72","0.95","17","-18","-30.7",,"-0.0002"
"OPGUSDT","29.3","07-06 04:00","94","0.5","0.46","48","-20.6","-62.6","-4.6","0.005","0.8","0.46","42","-21.7","-63.1",,"0.005"
"AIGENSYNUSDT","73.4","06-29 05:00","87","0.86","0.59","97","-18.8","-20.5",,"0.005","0.7","0.53","45","-13.9","-23.9",,"0.005"
"BILLUSDT","37.3","07-13 07:00","80","1.94","6.55","77","16.8","-35.9","35.7","0.0059","1.58","1.03","86","3.5","-45.1","14.1","0.005"
"PHAROSUSDT","23.6","07-22 01:00","73","0.69","0.43","54","-16.6","-46.8","-9","-0.0039","1.66","3.58","8","-25.5","-48.6","12.8","-0.0057"
"STARUSDT","36.3","07-02 02:00","73","1.04","1.73","0","-31.3","-38.4",,"-0.0009","1.02","1.59","34","-24.3","-31.9",,"0.0054"
"CTRUSDT","19.5","06-24 15:00","59","1.36","0.97","17","31.9","-16.2",,"0.0056","0.99","1.04","28","34.7","-13.3",,"0.0072"
"SLXUSDT","50.5","06-24 18:00","55","3.79","5.44","50","125.7","-19.8",,"0.0336","0.62","0.69","43","92.4","-14.8",,"0.0381"
"ZESTUSDT","25.6","07-20 01:00","51","1.38","0.92","22","-8.5","-34.5","2.1","0.005","1.01","0.8","55","-2.4","-32.5","-2.9","0.0058"
"BTWUSDT","39.2","07-04 10:00","51","0.53","0.28","28","-57","-71",,"0.0148","0.46","0.42","38","-8.3","-69.5",,"0.0188"
"REUSDT","45.4","07-23 07:00","37","2.53","4.46","72","-23.1","-58","8.1","-0.0621","1.97","1.2","91","-29.5","-59.6","2.6","-0.0692"
"ARXUSDT","17.9","07-05 00:00","33","0.38","1.34","12","20.5","-54.2",,"-0.084","0.37","1","40","26.8","-52.3",,"-0.1167"
"OUSDT","16.5","07-04 11:00","32","0.37","1.38","24","-15.4","-39.1",,"0.0126","0.29","1.6","56","-10.8","-35.4",,"0.0191"
