"symbol","pump24h","pumpDate","ageDays","compress","volRatio","pos","r14d","dd","oi","fund","compressLag","volRatioLag","posLag","r14dLag","ddLag","oiLag","fundLag"
"ETHWUSDT","18.6","07-01 16:00","971","0.87","0.99","89","-7.4","-14.2",,"0.005","0.61","0.45","34","-8.1","-16.9",,"0.005"
"JTOUSDT","32.8","06-25 18:00","961","0.73","0.69","50","7.3","-23.9",,"0.0034","0.77","0.41","18","-0.9","-29",,"0.0024"
"1000SATSUSDT","10.9","06-28 20:00","956","1.66","0.8","44","-1","-10.8",,"0.0037","0.55","0.53","68","-2.2","-14.1",,"0.0048"
"AUCTIONUSDT","10.6","06-26 02:00","953","2.43","1.72","23","0.7","-19.8",,"0.0041","3.78","1.36","22","0.4","-14.3",,"0.0039"
"1000RATSUSDT","23.1","06-24 13:00","953","1.54","0.69","22","-6.3","-17.8",,"0.005","1.54","0.75","16","-9.9","-18.2",,"0.0108"
"ACEUSDT","122","07-19 10:00","951","8.9","12.91","14","-15.9","-41.6","73.8","-0.0305","2.15","1.16","14","-14.6","-39.2","0.4","0.005"
"MOVRUSDT","18","07-05 16:00","943","1.05","2.08","53","3.8","-12.8","-5.9","0.005","0.59","1.09","86","3","-12.2",,"0.005"
"XAIUSDT","7","06-25 13:00","928","2.36","1","24","3.4","-18.4",,"0.0018","1.51","0.95","56","12.5","-11.7",,"0.004"
"WIFUSDT","20.5","06-26 15:00","919","1.31","1.44","48","-0.7","-19.2",,"-0.0033","1.52","1.18","25","-6.1","-20.7",,"-0.0019"
"MANTAUSDT","80.9","06-27 15:00","919","1.44","2.18","28","31","-8.4",,"0.005","1.15","3.3","63","37.5","-3.7",,"0.005"
"ONDOUSDT","18.6","07-20 14:00","917","0.75","0.65","47","4.9","-12.2","-5.7","-0.0043","3.13","1.18","24","6","-11.5","-10.4","-0.0033"
"LSKUSDT","11","06-26 05:00","912","1.05","0.87","40","-5.4","-16.7",,"-0.0027","2.09","1.28","41","-4.6","-14.4",,"-0.0115"
"ALTUSDT","10.6","07-09 14:00","912","0.65","0.62","40","10.6","-16.9","-0.4","0.005","1.02","0.71","24","5.1","-17.6","-1.3","0.005"
"JUPUSDT","18.9","06-30 12:00","906","0.73","0.55","9","1.4","-14.5",,"-0.0056","0.81","0.49","30","12.2","-9.6",,"-0.0068"
"ZETAUSDT","13.7","06-26 02:00","905","1.5","1.25","17","-2.4","-20.1",,"0.0028","4.42","3.64","26","1.1","-15.4",,"0.003"
"RONINUSDT","9.8","06-30 22:00","901","0.93","0.79","2","-13.6","-17.4",,"0.0008","0.68","0.51","73","-8.5","-13",,"0.005"
"DYMUSDT","15.1","07-03 15:00","900","0.3","0.58","62","-7.2","-24.9",,"0.005","0.41","0.54","82","-5.3","-26.5",,"0.005"
"PIXELUSDT","14.2","07-01 01:00","887","0.81","0.74","8","-21.1","-22.9",,"0.0032","0.54","0.68","18","-16.2","-19.4",,"0.0034"
"STRKUSDT","9.3","06-28 21:00","886","1.15","0.92","22","-19","-24.6",,"0.0027","0.87","1.17","37","-2.6","-24.1",,"0.0026"
"GLMUSDT","18.7","06-29 16:00","885","1.6","1.38","22","-15.4","-16.2",,"-0.0483","3.05","9.01","16","-9.3","-15.8",,"-0.0648"
"PORTALUSDT","21.4","06-26 01:00","877","0.82","0.3","22","25.7","-27.3",,"-0.0433","0.42","0.19","24","22.3","-25.2",,"-0.0366"
"AXLUSDT","6.4","06-26 02:00","876","0.95","0.99","40","-2.4","-18.9",,"0.0044","1.18","0.64","50","-2.2","-16.6",,"0.005"
"METISUSDT","7.5","07-09 07:00","866","0.99","1.17","37","-7.9","-23.9","-0.5","0.0028","0.78","1.28","12","-10.4","-24.8","-5.4","0.0012"
"AEVOUSDT","14","06-28 09:00","864","0.51","0.57","38","-13.3","-17.3",,"0.005","1.19","0.93","58","-8.9","-16.8",,"0.005"
"VANRYUSDT","80","07-04 11:00","864","2.93","4.17","59","-14.4","-22.5",,"0.005","2.23","3.65","61","-9.4","-23.1",,"0.005"
"BOMEUSDT","8.6","06-26 02:00","862","0.75","1.36","36","-9.5","-18.7",,"0.0024","1.69","0.95","37","-5.1","-17.6",,"-0.0011"
"ETHFIUSDT","21.1","07-03 19:00","859","0.98","1.07","84","7","-7.1",,"0.0048","0.64","0.66","68","-7.7","-16.8",,"0.0036"
"ENAUSDT","9.6","07-01 13:00","845","1.2","1.59","7","-21.2","-27.7",,"-0.0141","1.25","1.44","4","-17.3","-27.3",,"-0.0051"
"WUSDT","16.6","06-25 19:00","843","1.65","0.66","21","1.5","-30.6",,"0.0034","4.26","1.12","6","5.2","-27.9",,"0.0013"
"TNSRUSDT","30.6","06-24 18:00","838","3.42","0.31","8","4.4","-38.4",,"-0.0595","2.96","2.42","2","7.7","-36.2",,"-0.3311"
"SAGAUSDT","15.1","07-24 00:00","838","1.93","0.63","10","-0.8","-28.7","-6.2","0.005","1.53","1.87","44","3.2","-26","8.3","0.005"
"TAOUSDT","8.9","07-01 13:00","835","0.74","0.85","9","-22.4","-32.5",,"0.0005","0.46","0.74","1","-23.2","-31.3",,"0.0022"
"REZUSDT","17.5","06-25 13:00","816","1.46","0.66","28","18","-16.5",,"0.005","1.42","0.79","11","26","-11.2",,"0.005"
"BBUSDT","9.1","06-25 13:00","804","1.4","1.24","22","4.9","-21.5",,"0.0049","1.37","1.06","7","12.5","-17.4",,"0.0043"
"NOTUSDT","10.8","07-03 11:00","800","0.51","0.8","94","-0.5","-21.4",,"0.0048","0.73","1.05","81","-6.2","-22.7",,"0.004"
"TURBOUSDT","16.8","06-28 06:00","786","1.39","0.9","72","1.4","-15.4",,"0.0041","1.27","1.2","69","4.5","-15.9",,"0.0046"
"IOUSDT","13.7","07-02 07:00","774","0.79","0.85","35","-6.7","-26.4",,"0.0043","0.62","0.72","16","-10.8","-24.5",,"0.005"
"ZKUSDT","8.7","07-01 12:00","769","0.6","0.82","27","-14.4","-21.8",,"0.005","0.3","0.77","10","-15.3","-20.9",,"0.0044"
"MEWUSDT","13.4","06-26 02:00","768","1.02","1.07","52","-5.7","-21.4",,"0.005","2.22","0.81","41","-7.1","-19.8",,"0.005"
"LISTAUSDT","15.1","07-21 15:00","766","0.87","0.97","68","-3.4","-17.6","-3.1","0.005","0.65","0.71","57","-7.2","-20","2.7","0.005"
"ZROUSDT","13.5","07-05 20:00","765","0.66","0.68","56","-0.8","-25","0.9","0.005","1","0.9","88","3.7","-23.6",,"0.005"
"RENDERUSDT","10.3","06-26 02:00","730","1.25","1.14","29","1.2","-20",,"0.0027","0.99","1.01","61","2.9","-16.1",,"-0.0036"
"BANANAUSDT","24.8","07-06 14:00","710","0.78","0.67","20","4","-9.1","-5","0.005","2.8","2.01","63","9","-4.4","4","0.0047"
"RAREUSDT","18","07-09 14:00","709","1.27","1.1","31","2.8","-28.4","-0.6","-0.0014","1.36","1.14","18","0.5","-29.3","-3.3","0.0015"
"GUSDT","42","06-25 01:00","710","7.41","60.55","50","-6.3","-13.5",,"-0.0147","5.2","32.23","46","-10.6","-13.9",,"-0.0065"
"SYNUSDT","66.8","06-29 12:00","709","0.66","0.5","70","871.9","-35.3",,"-0.0873","1.31","0.41","93","1118.6","-27.2",,"-0.0834"
"BRETTUSDT","9.3","06-26 02:00","705","0.64","0.63","41","15","-31.4",,"0.005","0.77","0.52","55","11.2","-28.6",,"0.005"
"POPCATUSDT","19.1","07-02 01:00","702","0.42","0.19","25","-6","-26.5",,"-0.0018","0.53","0.18","18","-7.2","-26.3",,"0.005"
"SUNUSDT","6.4","07-05 03:00","702","1.57","0.65","67","-2.1","-3.8",,"0.0036","0.86","0.88","79","-0.9","-3.6",,"0.0049"
"DOGSUSDT","27.7","07-03 09:00","699","0.71","0.67","77","0.4","-19.3",,"0.005","0.47","0.69","92","-6.8","-20.2",,"0.005"
"FLUXUSDT","7.7","07-03 15:00","691","0.8","1.18","76","-7.7","-17.9",,"0.0045","0.68","1.24","78","-8.2","-19.9",,"0.0045"
"RPLUSDT","47.5","07-04 00:00","685","1.54","4.51","23","23.7","-27.8",,"-0.1188","6.13","2.55","69","47.6","-12.4",,"-0.0236"
"POLUSDT","7.1","06-25 13:00","681","1.88","1.03","11","-8.9","-14.4",,"0.0002","1.74","0.96","13","-3.9","-8.8",,"-0.0003"
"1MBABYDOGEUSDT","16.1","07-10 21:00","678","0.48","0.68","64","0.6","-17.1","4.5","0.0031","0.58","0.78","43","1.1","-17.6","-2.1","-0.0001"
"NEIROUSDT","10.8","06-25 13:00","678","1.3","0.81","43","-0.5","-18.2",,"-0.001","1.48","0.91","8","3.8","-15.8",,"-0.0014"
"FIDAUSDT","9.5","06-30 18:00","675","0.68","0.29","29","-15.2","-22.3",,"-0.015","0.43","0.24","54","-13.9","-16.8",,"-0.0178"
"CATIUSDT","10.7","06-29 19:00","674","2.01","1.38","7","-6.3","-15.2",,"0.005","0.53","1.13","33","0.1","-8.4",,"0.005"
"HMSTRUSDT","101.8","07-03 11:00","668","0.34","0.56","84","25.5","-9.6",,"0.0027","0.32","0.49","73","15.9","-12.9",,"0.005"
"EIGENUSDT","17.2","07-08 02:00","663","0.41","0.98","6","-11.2","-30.4","-0.2","0.0046","0.65","1.24","47","-15","-26.9","-8.2","0.0046"
"DIAUSDT","13.8","07-24 22:00","662","1.07","1.08","13","-9","-24.7","-1.1","0.005","1.04","1.15","5","-3","-23.4","2.4","0.0026"
"1000CATUSDT","20.9","07-25 00:00","643","1.02","0.64","17","-4.9","-21.9","-2.7","-0.0001","1.17","1.07","2","-4.1","-21.2","0","-0.003"
"SCRUSDT","11","07-01 03:00","642","0.63","0.52","34","-20","-23.8",,"0.0007","0.99","0.66","7","-18.8","-22.9",,"0.0021"
"GOATUSDT","13.9","06-26 02:00","639","1.35","1.28","40","-6.9","-17.7",,"0.005","2.55","1.29","34","-7.9","-16.8",,"0.005"
"MOODENGUSDT","12.5","06-25 18:00","639","1.28","1.5","58","-1.7","-15.1",,"0.0039","2.01","1.4","5","-6.6","-18.9",,"0.0031"
"SAFEUSDT","18.4","06-25 03:00","639","1.94","0.89","22","-13.5","-22.2",,"0.005","2.11","0.95","23","-1","-18.6",,"0.005"
"SANTOSUSDT","15.3","07-13 23:00","635","1.29","0.95","6","-10.4","-27","0.7","0.0047","1.11","0.82","16","-6.3","-24.3","-1.4","0.005"
"COWUSDT","7.1","07-14 03:00","626","0.64","0.58","28","-5.4","-19.8","-2.8","-0.0006","0.74","0.67","15","-6.4","-18.5","-4.7","-0.0019"
"CETUSUSDT","7.5","06-28 22:00","626","0.86","0.71","8","-13.2","-17.9",,"0.0034","2.08","0.88","47","-8.5","-17.6",,"0.0037"
"1000000MOGUSDT","8.8","07-02 13:00","626","0.85","0.93","96","-6.3","-13.4",,"0.0031","0.75","0.89","19","-15.3","-18.3",,"0.0024"
"GRASSUSDT","18.5","06-26 12:00","624","0.7","2.11","37","21.7","-14.7",,"0.005","0.95","2.13","74","29","-7.7",,"0.005"
"DRIFTUSDT","10.8","06-27 18:00","624","0.91","0.24","7","22","-32.6",,"0.005","1.03","0.28","51","32","-28.6",,"0.005"
"ACTUSDT","81.2","06-27 12:00","622","0.36","0.29","99","-8.7","-31.3",,"0.005","0.5","0.3","48","-16","-35.3",,"0.005"
"PNUTUSDT","9.5","06-26 02:00","622","1.62","1.64","22","-2.6","-16.5",,"0.0009","2.51","1.34","39","-1.3","-12.1",,"0.0025"
"BANUSDT","11.1","07-13 12:00","615","2.37","0.69","3","-7.3","-15.4","2","0.005","1.47","0.54","32","-3.5","-10.1","1.9","0.005"
"AKTUSDT","8.4","07-02 18:00","615","0.41","0.91","57","-17","-32.7",,"0.005","0.63","0.71","35","-26.6","-32.4",,"0.005"
"SCRTUSDT","21.9","06-25 13:00","612","2.34","1.54","30","19","-23.3",,"0.005","1.47","0.89","13","30.7","-16.6",,"0.005"
"1000CHEEMSUSDT","9.5","06-25 16:00","608","1.08","0.95","37","-0.6","-22.8",,"0.005","1.11","0.85","5","0.4","-22",,"0.005"
"THEUSDT","50.2","07-02 15:00","606","1.91","6.83","22","-19.5","-30.5",,"0.0064","2.23","5.38","24","-22.8","-27",,"0.008"
"MORPHOUSDT","14.6","07-01 05:00","605","0.5","1.1","94","-1.3","-6.2",,"0.0019","1.68","0.69","93","-1.9","-7.4",,"0.0014"
"CHILLGUYUSDT","28.2","07-24 18:00","605","0.68","0.68","10","-1.9","-17","-0.1","0.005","1.3","2.82","27","-0.5","-16","2.3","0.0051"
"KAIAUSDT","8.3","06-25 13:00","598","2","2.38","30","6.6","-14.2",,"-0.0046","1.46","2.12","30","11.8","-10",,"0.0044"
"AEROUSDT","12.9","07-02 15:00","598","0.83","0.9","78","20","-11.9",,"0.005","0.55","0.63","74","-4.8","-16.8",,"0.0048"
"ACXUSDT","14.4","06-26 02:00","596","0.7","0.92","14","-6","-12.8",,"0.0043","0.7","1","14","-6.9","-12",,"0.0043"
"ORCAUSDT","10.1","06-25 19:00","596","0.95","0.46","24","-9.7","-15.7",,"-0.0091","1.3","0.66","12","-7.2","-14.8",,"-0.0288"
"MOVEUSDT","10.6","06-24 17:00","593","1.14","0.61","12","0.1","-19.3",,"-0.0152","0.83","0.59","26","2.6","-15.8",,"-0.0025"
"RAYSOLUSDT","20.9","07-01 10:00","593","1.17","0.82","58","1.5","-7.1",,"0.0033","0.81","0.64","42","-2.5","-7.4",,"0.004"
"KOMAUSDT","17.5","07-19 20:00","593","0.65","0.54","86","-6.4","-20.5","1.1","0.0411","0.94","0.65","88","-4.5","-20.8","0.7","0.0296"
"VIRTUALUSDT","18.5","07-10 00:00","593","0.38","0.75","64","1.5","-21.3","0.6","-0.0086","0.68","0.88","22","-5","-22","3.8","-0.0084"
"SPXUSDT","14.2","07-02 14:00","592","1.09","1.09","93","-4","-23.1",,"0.005","0.63","0.96","47","-21.9","-30.3",,"0.005"
"MEUSDT","16.6","07-01 05:00","592","0.53","0.72","67","-9.9","-15.3",,"-0.0206","0.34","0.31","11","-8.2","-16",,"-0.0066"
"AVAUSDT","9.7","06-30 22:00","589","0.6","0.88","12","-18.8","-23.7",,"0.005","0.55","0.81","39","-14.6","-21.1",,"0.005"
"VELODROMEUSDT","17.7","07-02 22:00","589","1.16","1.21","91","24.7","-9.8",,"0.005","0.4","0.59","97","9.5","-17.2",,"0.005"
"MOCAUSDT","13.3","07-09 02:00","587","1.28","0.92","17","0.5","-17.2","3.6","0.005","1.04","0.86","4","-3.4","-15.9","0.8","0.005"
"VANAUSDT","8.8","06-28 12:00","586","1.48","0.95","38","-3.3","-12",,"0.0044","1.41","1.29","66","-13.5","-11.2",,"0.0039"
"PENGUUSDT","11.6","06-26 02:00","585","1","1.18","30","-4.4","-22.9",,"-0.01","1.81","1.05","37","-4.3","-19.8",,"-0.0114"
"LUMIAUSDT","32.8","07-16 08:00","585","0.63","1.57","42","-37.6","-50","-5.4","-0.0016","4.41","11.98","10","-32.5","-51.1","-9.6","-0.0115"
"USUALUSDT","10.4","06-28 09:00","584","0.74","0.69","54","-13.7","-17.1",,"0.0017","1.58","1.28","63","5.5","-16.8",,"-0.0005"
"AIXBTUSDT","7.6","07-10 06:00","582","1.2","1.2","62","-5.1","-23.7","-0.1","0.0026","1.4","0.92","36","-9.9","-26.3","-5.4","0.0016"
"FARTCOINUSDT","21.3","07-02 06:00","582","0.58","0.93","32","7.6","-7.5",,"0.0052","0.73","1.11","82","5.6","-2.6",,"0.0073"
"KMNOUSDT","14.2","07-07 08:00","582","0.77","0.58","22","-7.6","-10.8","-0.5","0.0044","0.92","0.59","8","-4.2","-9.5","-2","0.0047"
"CGPTUSDT","12.9","06-25 13:00","582","2.13","1.28","45","-7.9","-21.1",,"0.005","1","0.81","12","0.3","-17.3",,"0.005"
"HIVEUSDT","8.2","06-26 02:00","580","0.96","0.99","62","2","-10.4",,"-0.0029","1.13","0.82","73","0.5","-9.8",,"-0.0205"
"DEXEUSDT","181.2","07-24 07:00","579","10.44","2.72","23","-94.2","-95.8","168.4","-0.8282","35.91","7.7","0","-88.7","-93.5","256.6","-0.8318"
"PHAUSDT","15.3","07-18 00:00","573","1.27","1.03","17","-17","-45.2","3.4","0.0037","1.09","0.94","17","-13.4","-43.3","-5.9","0.005"
"GRIFFAINUSDT","17.5","06-25 13:00","569","1.27","0.7","18","-9.1","-17.9",,"0.005","1","0.76","9","-4.1","-15.9",,"0.0054"
"ZEREBROUSDT","39.1","07-19 00:00","569","0.69","1.37","45","-4.9","-39.2","-0.1","0.0148","0.83","1.19","11","-15.3","-40","-0.3","0.0136"
"BIOUSDT","13.4","06-30 07:00","569","0.56","0.47","5","-11.2","-28.9",,"0.0028","0.94","0.43","29","-12.6","-27",,"0.0042"
"COOKIEUSDT","29.4","06-27 15:00","565","1.05","0.58","60","-1.6","-18.3",,"0.0035","0.81","0.88","64","-3.6","-17.4",,"0.0118"
"ALCHUSDT","15.9","06-24 09:00","565","0.64","0.46","7","142.3","-19.3",,"0.0063","0.36","0.51","6","148","-15.4",,"0.0064"
"SWARMSUSDT","14.2","06-28 08:00","565","0.37","0.41","66","-9.1","-28.6",,"0.005","0.68","0.55","46","-7.7","-29.8",,"0.005"
"SONICUSDT","11.3","07-01 06:00","564","1.27","0.85","23","-13.7","-16.4",,"-0.0013","1.55","1.01","36","-10.7","-13.3",,"-0.0053"
"PROMUSDT","77.1","07-19 14:00","557","1.57","0.75","89","23.5","-1.1","6.4","0.0019","0.46","0.54","48","12.3","-5.4","-0.3","-0.0004"
"SUSDT","36.6","06-27 15:00","556","0.31","0.48","77","-13.2","-40.4",,"-0.0031","2.19","1.46","20","-17.6","-42.1",,"-0.0027"
"SOLVUSDT","21","07-18 13:00","555","0.86","0.68","20","-16","-28.4","0.7","0.005","1.15","0.92","22","-13.7","-27.4","1.7","0.005"
"ARCUSDT","16.8","07-14 10:00","554","1.22","1.01","8","-15.4","-20.6","0.3","0.0137","0.76","0.81","29","-10","-15.1","-0.2","0.0171"
"AVAAIUSDT","40.7","07-19 03:00","554","6.89","23.7","58","51.2","-16","73.7","0.0404","2.02","5.14","90","45.1","-2.7","50.8","0.0303"
"TRUMPUSDT","10.1","07-17 12:00","553","1.45","1.39","21","-12.7","-27","-1.9","-0.0005","0.66","1.22","48","-8.9","-25.7","1.2","-0.0003"
"MELANIAUSDT","10.2","07-02 19:00","552","0.63","0.95","82","-4.3","-13.3",,"0.005","0.42","0.78","53","-11.6","-16",,"0.005"
"VTHOUSDT","6.4","06-25 13:00","550","1.34","1.07","49","-0.1","-13.7",,"0.005","2.17","1.05","19","1.4","-11.9",,"0.003"
"ANIMEUSDT","14.2","06-28 07:00","548","0.45","0.41","54","-1.7","-21",,"0.0009","0.7","0.7","84","-0.7","-19.5",,"0.0018"
"PIPPINUSDT","26.9","07-02 03:00","548","0.54","0.78","67","-3.1","-12.6",,"0.0177","0.72","0.75","58","-4.3","-13.7",,"0.0178"
"VVVUSDT","20.6","06-24 17:00","543","1.78","0.86","0","-3","-28.6",,"-0.0247","1.41","0.89","28","8.5","-18.9",,"-0.0089"
"BERAUSDT","12.1","07-01 09:00","534","0.74","0.69","24","-20.5","-26.7",,"0.0046","0.47","0.73","30","-19.8","-24.1",,"0.0048"
"TSTUSDT","16.7","07-06 10:00","531","1.74","1.36","3","-5","-34.6","1","0.005","1.2","1.42","28","-3.1","-32.6",,"0.005"
"LAYERUSDT","7.1","06-26 02:00","529","1.44","0.47","19","2.5","-28.2",,"-0.0497","2.89","2.59","15","4.2","-25.7",,"-0.2152"
"HEIUSDT","58.6","06-24 23:00","528","5.87","3.05","54","19.2","-24.9",,"-0.0573","1.98","0.99","83","30.6","-19.3",,"-0.0289"
"GPSUSDT","20.9","07-01 19:00","523","0.88","0.74","31","-1.5","-12.2",,"0.005","1.36","0.93","60","-0.6","-11.6",,"0.005"
"SHELLUSDT","12.5","06-30 23:00","523","0.49","1.02","16","-19.9","-24.7",,"0.0019","0.75","0.99","60","-17.8","-22.3",,"-0.0008"
"KAITOUSDT","30.1","07-07 11:00","520","2.07","1.52","34","38.9","-8.8","4.2","0.005","1.21","2.23","26","27.7","-10.2","2.4","0.005"
"REDUSDT","16.7","07-01 07:00","506","0.33","0.7","28","-9.5","-26.4",,"0.005","0.46","0.54","55","-4.2","-24.5",,"0.005"
"VICUSDT","18.8","07-01 01:00","500","0.57","0.35","2","-3.8","-20.4",,"-0.0076","0.7","0.6","5","11.4","-15",,"-0.0116"
"EPICUSDT","52.2","07-06 06:00","500","10.87","13.75","18","-10.4","-47","42.4","-0.0122","4.86","10.46","48","24.8","-21.7",,"0.0046"
"BMTUSDT","11","06-30 23:00","495","0.84","1.05","13","-14.1","-18.8",,"0.0014","0.53","1.07","41","-11","-14.4",,"0.0047"
"MUBARAKUSDT","14.1","07-16 08:00","495","1.1","0.74","9","10.5","-13.9","-12.3","0.0044","2.16","1.81","27","21.9","-12.3","5.4","0.0043"
"FORMUSDT","10.2","07-19 11:00","494","1.34","1.33","54","-18.4","-29.1","-0.5","0.0047","2.18","1.49","35","-15.5","-30","0.2","0.0048"
"TUTUSDT","21.1","07-10 14:00","493","2.8","1.41","84","-2.4","-6.3","8.9","0.005","2.51","0.8","92","-0.6","-9.9","-2.1","0.005"
"BROCCOLI714USDT","8.1","07-04 23:00","492","1.29","1.17","58","3.8","-8.9",,"0.005","0.66","1.41","90","3.9","-11",,"0.005"
"BROCCOLIF3BUSDT","57","06-30 23:00","492","1.35","0.35","6","-8.7","-18.1",,"0.0278","1.29","0.43","34","0.6","-12.6",,"0.0256"
"SIRENUSDT","23","07-19 21:00","491","1","1","18","-25.4","-68.9","4.8","0.0351","1.34","0.84","54","-26.5","-67.1","-0.1","0.0468"
"BANANAS31USDT","19.3","07-08 20:00","491","1.98","1.06","10","-15.6","-35.8","-4","0.005","0.74","0.65","35","-2.7","-25.8","-2.1","0.005"
"BRUSDT","18.5","06-26 17:00","491","0.33","0.23","23","-4.8","-35.1",,"0.005","0.47","0.24","34","5.2","-31.9",,"0.0087"
"PLUMEUSDT","11","07-20 13:00","491","0.84","0.54","57","-2.3","-15.1","-1.4","0.0046","1.01","0.6","37","-0.6","-14.9","-3.5","0.0046"
"NILUSDT","15.1","07-03 05:00","488","0.66","1.17","76","-13","-23.6",,"0.005","0.61","1.17","77","-13.6","-24.1",,"0.005"
"PARTIUSDT","13.6","06-24 20:00","487","2.02","1.36","2","63.2","-26.9",,"0.005","1.17","1.24","19","82.8","-15.2",,"0.005"
"JELLYJELLYUSDT","9.3","07-18 21:00","486","1.35","0.61","48","-9.6","-42.4","0.5","0.0064","1.41","1.03","31","-12.7","-43","-0.9","0.0052"
"MAVIAUSDT","17.1","06-24 17:00","486","2.13","2.15","90","0.2","-6.5",,"0.005","1.08","1.04","29","-8.9","-15.3",,"0.005"
"PAXGUSDT","3.2","07-02 01:00","486","0.71","1.94","63","-6.1","-7.4",,"0.0025","0.96","1.22","40","-7.8","-8.7",,"0.0031"
"WALUSDT","11.5","06-26 02:00","485","0.91","0.51","29","2.9","-24.9",,"0.005","3.02","0.57","23","4.5","-21.5",,"0.0047"
"GUNUSDT","19.4","07-03 10:00","481","1.05","1.14","32","-30.1","-40.6",,"0.005","1.14","1.2","50","-33.9","-38.8",,"0.005"
"ATHUSDT","10.4","07-18 16:00","479","0.76","3.9","34","-6","-16.6","8.7","0.005","0.74","0.81","41","-5.8","-16.3","-5.8","0.005"
"BABYUSDT","13.1","06-25 13:00","476","0.66","0.52","63","1.2","-35.3",,"0.0026","0.48","0.42","6","0.9","-35.9",,"0.0023"
"PROMPTUSDT","20.7","07-09 03:00","471","1.34","1.13","14","-9.5","-22.3","0.9","0.005","0.89","1.07","14","-7.7","-18.2","-1.2","0.005"
"STOUSDT","15.3","06-25 14:00","469","2.23","0.38","6","2.7","-32.6",,"0.0042","2.37","0.74","25","13.7","-27",,"0.0046"
"FHEUSDT","21.4","07-11 15:00","469","0.89","0.98","71","-10.1","-37.5","2.9","0.0126","0.56","0.75","48","-15.2","-40.7","3.3","0.0087"
"KERNELUSDT","13.2","07-20 06:00","468","1.3","1.65","3","-19.1","-45.4","14.9","0.0024","1.92","1.47","28","-15.3","-42.1","0.6","-0.0034"
"WCTUSDT","10.7","07-01 07:00","467","0.53","0.39","26","-13.8","-25.8",,"0.0041","0.48","0.41","17","-10.8","-24.9",,"0.0015"
"INITUSDT","9.9","06-25 15:00","466","2.06","0.67","20","-8.8","-21.7",,"0.0039","1.1","0.67","12","-0.2","-14.9",,"0.0039"
"BANKUSDT","166.6","07-18 13:00","463","5.37","13.26","61","93.2","-18.2","-13.5","0.0058","5.53","26.69","66","97.6","-16.9","66.1","0.0083"
"DEEPUSDT","19.3","07-01 12:00","460","1.07","0.72","31","-12.6","-18.2",,"0.005","0.71","1.15","5","-14.3","-17.7",,"0.005"
"HYPERUSDT","12.6","06-26 02:00","459","1.31","1.88","29","14.1","-14",,"0.0026","0.95","0.98","17","9.6","-15.8",,"0.001"
"JSTUSDT","7.1","07-09 13:00","454","1","1.6","99","21.4","-0.1","18.9","-0.0085","1.03","1.53","87","15.2","-0.7","16.8","-0.0096"
"SIGNUSDT","8.3","07-01 09:00","454","0.74","0.58","17","-9.2","-18.1",,"0.003","0.6","0.53","10","-6.4","-16.8",,"0.0029"
"PUNDIXUSDT","56.6","06-26 02:00","452","3.13","6.41","13","-5.8","-27.5",,"0.0008","2.18","1.77","33","6.7","-16.1",,"0.0034"
"CTKUSDT","9.1","07-01 11:00","452","0.94","0.96","15","-20.4","-24.3",,"0.005","0.64","1.27","10","-18.9","-21.4",,"0.005"
"AIOTUSDT","36.3","07-13 02:00","452","6.27","2.07","2","-28.8","-63.6","17.5","0.0139","1.85","0.51","24","-2","-50.2","3","0.0097"
"DOLOUSDT","10.5","07-08 15:00","451","1.02","0.91","12","-5.6","-27.4","-0.4","0.005","0.66","0.88","26","-5.9","-24.4","2.3","0.005"
"HAEDALUSDT","15.8","07-01 12:00","451","0.72","1","26","-17.1","-23.1",,"0.0004","0.64","0.95","38","-19.1","-21.9",,"0.0014"
"SXTUSDT","41.9","07-10 18:00","450","0.4","0.7","36","-2.9","-17.6","-3.5","0.0017","0.55","0.92","77","1.1","-16.1","-10.8","0.0006"
"ASRUSDT","5.3","06-24 09:00","446","1.22","0.4","53","0.5","-34.7",,"0.0045","0.96","0.39","15","-2.7","-36.6",,"0.0016"
"ALPINEUSDT","19.9","07-14 07:00","446","1.25","0.89","42","-2.2","-18.7","2.2","0.0036","1.32","0.79","17","-2.4","-18.2","3.3","0.0047"
"B2USDT","53.3","07-24 05:00","445","5.67","48.54","12","-38.8","-43.8","42.8","0.0085","5.67","31.68","62","-13.4","-23.4","31.5","0.0095"
"SYRUPUSDT","34","06-26 12:00","445","1.31","2.16","3","-35.1","-22.3",,"0.0041","1.52","1.63","47","-29.5","-15.2",,"0.0005"
"DOODUSDT","13.1","07-19 19:00","442","1.77","6.57","6","-8.6","-17.9","4.5","-0.0059","1.58","5.48","21","-9.4","-16.6","14.5","-0.0096"
"OGUSDT","9.2","07-05 11:00","440","0.66","1.25","54","-5.5","-11.5",,"0.0043","0.43","0.87","42","-10.3","-11.8",,"0.005"
"SKYAIUSDT","68.2","07-08 03:00","439","2","0.9","1","-90.2","-93.3","-3","0.005","0.45","0.64","23","-86.6","-90.8","3.5","0.0106"
"NXPCUSDT","7.5","07-20 12:00","437","1.22","1.59","24","-10.4","-34.7","5.2","0.0021","1.27","0.76","6","-8.3","-32","0.9","0.0039"
"CVCUSDT","9.9","06-26 05:00","436","0.87","1.04","22","-0.3","-19.5",,"0.0046","2.19","1.78","41","2.4","-15.9",,"0.0029"
"AGTUSDT","22.4","06-26 17:00","432","0.44","0.05","12","41.5","-46.2",,"0.0118","0.11","0.06","27","64.5","-44.8",,"0.0102"
